en,fr,predicted
the mortal danger of the averages and scores,le danger mortel des moyennes et des scores,Le danger mortel des moyennes et des scores
diverticulitis: operate or not?,diverticulite: opérer ou pas?,Diverticulite: opérer ou pas ?
malaria and hiv: which interactions?,paludisme et vih: quelles interactions?,Malaria et VIH: quelles interactions ?
elderly travellers: review and advices,le senior en voyage: revue et conseils,Les voyageurs âgés: avis et conseils
reemergence of chikungunya virus,chikungunya: la reemergence,réapparition du virus chikungunya
risk communication in travel medicine,communication du risque en médecine des voyages,communication des risques en médecine des voyages
horizon 00,horizon 00,horizon 00
anxiety disorders in older adults,les troubles anxieux de la personne âgée,troubles anxieux chez les personnes âgées
hearing loss and alzheimer's disease,déficit auditif et maladie d'alzheimer,perte auditive et maladie d'Alzheimer
cancer screening in the elderly?,dépister le cancer chez la personne âgée ?,le dépistage du cancer chez les personnes âgées ?
surgical management of epilepsy,prise en charge chirurgicale des épilepsies,traitement chirurgical de l'épilepsie
what limits do we have for children today?,"aujourd'hui, quelles limites pour les enfants ?",quelles limites avons- nous pour les enfants aujourd'hui?
art-therapy in anorexia: the mediative elements?,2/5 bruno bettelheim,La thérapie artistique dans l'anorexie: les éléments médiatifs?
self-neglect as a sign of decompensation,l'incurie comme un signe de décompensation,l'absence de respect de soi comme signe de décompensation
psymobile and the phenomenon of the hikikomori,psymobile et le phénomène des hikikomori,psychomobile et le phénomène des hikikomori
old age: knowing what self-neglect is,grand âge: savoir de quoi l'incurie est le nom,vieillesse: savoir ce qu'est l'auto- négligence
psychosocial approach to diogenes syndrome,approche psychosociale du syndrome de diogène,approche psychosociale du syndrome de diogène
self-neglect in housing,l'incurie dans le logement,l'absence de logement
allergic asthma in central tunisia,l'asthme allergique au centre tunisien,asthme allergique en Tunisie centrale
in process citation,éditorial,dans la citation de procédure
in process citation,le mot de bienvenue du président,dans la citation de procédure
in process citation,éditorial,dans la citation de procédure
management of severe kidney trauma,prise en charge des traumatismes graves du rein,traitement des traumatismes rénaux graves
parapharyngeal abscess occurring in a diabetic,abcès para-pharyngé survenant chez un diabétique,abcès parapharyngéale chez un diabétique
senile cataract with anterior capsular plaque,cataracte sénile avec capsule antérieure crétacé,cataracte sénile avec plaque capsuleuse antérieure
distichiasis: an anomaly of eyelashes,le distichiasis: une anomalie des cils,distichiose: une anomalie des cils
gastric leiomyoblastoma: about three cases,leiomyoblastome gastrique: à propos de trois cas,léomyoblastome gastrique: environ trois cas
the history of facial paralysis,histoire de la paralysie faciale,l'histoire de la paralysie faciale
infections and pregnancy,infections et grossesse,infections et grossesse
the adventures of tintin at the doctor,les aventures de tintin chez le médecin,les aventures de la tintine chez le médecin
"marisa: a pretty name, a hazardous ally","marisa, un joli nom pour un mollusque dangereux!","Un beau nom, une alliée dangereuse."
otezla for psoriasis,otezla traitement du psoriasis,Otezla pour le psoriasis
prescription analgesics. myths and realities,analgésiques d'ordonnance mythes et réalités,Les médicaments analgésiques sur ordonnance. mythes et réalités
obesity and contraception,obésité et contraception,l'obésité et la contraception
calm moments for new mothers,des moments calmes pour les nouvelles mères,Des moments de calme pour les nouvelles mères
"water, the source of life! and sometimes disease","l'eau, source de vie! parfois de maladies","l'eau, la source de la vie ! et parfois la maladie"
early childhood guide,côte-nord. guide de la petite enfance,guide de la petite enfance
the oncology nurse navigator,evaluation. l'infirmière pivot en oncologie,l'infirmière navigatrice en oncologie
amelanotic pulmonary melanoma,mélanome pulmonaire achromique,mélanome pulmonaire amelanotique
between the poles of life and death,questions de vie ou de mort,entre les pôles de la vie et de la mort
medicine faces the digital revolution,la médecine face à la révolution numérique,La médecine fait face à la révolution numérique
what google says to your patient,ce que google dit à votre patient,ce que Google dit à votre patient
fatigue in substance abuse disorders,la fatigue en cas de maladies de la dependence,fatigue dans les troubles liés à l'abus de substances
fatigue in burnout and boreout,fatigue en cas de burnout et boreout,fatigue en cas de burn-out et de fatigue
fatigue and depression,fatigue et depression,fatigue et dépression
hepatitis c: patient information,hépatite c: information pour les patients,hépatite c: information sur le patient
hepatitis c: current therapy,hépatite c: traitement actuel,hépatite c: traitement courant
working together is a success,travailler ensemble est une réussite,travailler ensemble est un succès
a right lung hypoplasia,un poumon droit hypotrophique,une hypoplasie pulmonaire droite
extragenital lichen sclerosus atrophicus,lichen scléro-atrophique extra-génital,Lichénus extragenital sclerosus atrophicus
cardiovascular calcification inhibitors,inhibiteurs des calcifications cardiovasculaires,inhibiteurs de la calcification cardiovasculaire
