en_tokenized,fr_tokenized
"['smoking', 'cessation', ':', 'update', '2015']","['tabacologie', ':', 'mise', 'au', 'point', '2015']"
"['electronic', 'cigarette', ':', 'what', 'do', 'we', 'know', 'in', '2015', '?']","['cigarette', 'eiectronique', ':', 'le', 'point', 'en', '2015']"
"['aeric', 'bubbles', 'developed', 'on', 'the', 'trachea']","['bulles', 'aériques', 'appendues', 'à', 'la', 'trachée']"
"['lyme', 'disease', ':', 'where', 'is', 'the', 'controversy', '?']","['maladie', 'de', 'lyme', ':', 'où', 'est', 'la', 'controverse', '?']"
"['femtosecond', 'laser-assisted', 'cataract', 'surgery']","['chirurgie', 'de', 'la', 'cataracte', 'assistée', 'par', 'laser']"
"['snowman', 'sign']","['le', 'signe', 'du', 'bonhomme', 'de', 'neige']"
"['primitive', 'cutaneous', 'neuroectodermal', 'tumour']","['tumeur', 'neuroectodermique', 'cutanée', 'primitive']"
"['normal', 'variations', 'in', 'lingual', 'soft', 'tissue']","['variations', 'physiologiques', 'de', 'la', 'langue']"
"['lung', 'function', 'in', 'patients', 'with', 'diabetes', 'mellitus']","['fonction', 'pulmonaire', 'du', 'patient', 'diabétique']"
"['rehabilitation', 'of', 'facial', 'paralysis']","['rééducation', 'des', 'paralysies', 'faciales']"
['conclusions'],"['conclusions', 'du', 'colloque']"
"['bilateral', 'chorio-retinal', 'coloboma']","['colobome', 'chorio-rétinien', 'bilatéral']"
"['hippocrates', ',', 'have', 'they', 'gone', 'mad', '?']","['hippocrate', ',', 'ils', 'sont', 'devenus', 'fous', '!']"
"['who', 'coined', 'the', 'french', 'word', '&', 'quot', ';', 'coricide', '&', 'quot', ';', '?']","['qui', 'a', 'inventé', 'le', 'mot', '&', 'quot', ';', 'coricide', '&', 'quot', ';', '?']"
"['peritoneal', 'tumor', 'pathology', '.', 'pre-test']","['pathologie', 'tumorale', 'du', 'péritoine', '.', 'pré-test']"
"['cutaneous', 'chondroid', 'syringoma']","['syringome', 'chondroïde', 'cutané']"
"['primitive', 'mammary', 'hydatid', 'cyst']","['kyste', 'hydatique', 'mammaire', 'primitive']"
"['post-traumatic', 'bilateral', 'renal', 'infarction']","['infarctus', 'rénal', 'bilatéral', 'post-traumatique']"
"['pericardial', 'hydatidosis']","['hydatidose', 'péricardique']"
"['lymphangioma', 'of', 'the', 'foot', ':', 'an', 'exceptional', 'case']","['lymphangiome', 'du', 'pied', ':', 'un', 'cas', 'exceptionnel']"
"['muscle', 'paralysis', 'secondary', 'to', 'polymyositis']","['paralysie', 'musculaire', 'secondaire', 'à', 'une', 'polymyosite']"
"['giant', 'metal', 'intraocular', 'foreign', 'body']","['corps', 'étranger', 'métallique', 'géant', 'intraoculaire']"
"['anterior', 'uveitis', 'revealing', 'sarcoidosis']","['uvéite', 'antérieure', 'révélatrice', ""d'une"", 'sarcoïdose']"
"['in', 'process', 'citation']","['ankyloblépharon', 'filiforme', 'adnatum']"
"['active', 'surveillance', 'for', 'prostate', 'cancer']","['surveillance', 'active', 'du', 'cancer', 'de', 'la', 'prostate']"
"['an', 'underestimated', 'cause', 'of', 'febrile', 'neck', 'pain']","['une', 'cause', 'sous-estimée', 'de', 'cervicalgie', 'fébrile']"
"['an', 'ethics', 'of', 'dialogue', 'sciences-society']","['une', 'éthique', 'de', 'dialogue', 'science-société']"
"['how', 'to', 'make', 'useful', 'the', 'public', 'debates']","['comment', 'rendre', 'utiles', 'les', 'débats', 'publics']"
['introduction'],['introduction']
['preface'],['préface']
['opening'],['ouverture']
"['the', 'schooling', 'of', 'children', 'in', 'a', 'day', 'hospital']","['la', 'scolarité', 'de', ""l'enfant"", 'à', ""l'hôpital"", 'de', 'jour']"
"['the', 'care', 'pathway', 'of', 'a', 'child', 'with', 'leukaemia']","['le', 'parcours', 'de', ""l'enfant"", 'atteint', 'de', 'leucémie']"
"['an', 'pathway', 'to', 'individualized', 'care']","['un', 'parcours', 'de', 'soins', 'individualisé']"
"['be', 'attentive', 'to', 'the', 'other']","['être', 'attentif', 'à', ""l'autre""]"
"['the', 'four', 'weeks', 'of', 'hospitalization', 'of', 'mrs', 'l']","['les', 'quatre', 'semaines', ""d'hospitalisation"", 'de', 'madame', 'l']"
"['hiv', ':', 'new', 'cases', 'have', 'decreased', 'by', '10', '%']","['vih', ':', 'les', 'nouveaux', 'cas', 'ont', 'diminué', 'de', '10', '%']"
"['the', 'tree', 'of', 'miracle', 'and', 'the', 'forest', 'of', 'healing']","[""l'arbre"", 'du', 'miracle', 'et', 'la', 'forêt', 'des', 'guérisons']"
"['folic', 'acid', ':', 'an', 'additional', 'virtue', '?']","['acide', 'folique', ':', 'une', 'vertu', 'supplémentaire', '?']"
"['the', 'small', 'crashes', 'of', 'daily', 'life']","['les', 'petits', 'crashs', 'du', 'quotidian']"
"['new', 'diagnostic', 'tools', 'for', 'arrhythmias']","['nouveaux', 'outils', 'pour', 'le', 'diagnostic', ""d'arythmies""]"
"['chronic', 'constrictive', 'pericarditis']","['péricardite', 'constrictive', 'chronique']"
"['in', 'memoriam', '.', 'yves-gérard', 'illouz', '(', '1929—2015', ')']","['in', 'memoriam', '.', 'yves-gérard', 'illouz', '(', '1929—2015', ')']"
"['in', 'process', 'citation']","['intraorales', 'lipom', 'am', 'zungengrund']"
"['exceptional', 'metastasis', 'of', 'glioblastoma']","['métastase', 'exceptionnelle', ""d'un"", 'glioblastome']"
"['dermohypodermitis', 'revealing', 'filariasis']","['dermohypodermite', 'révélant', 'une', 'filariose']"
"['a', 'poly-embolism', 'left', 'atrial', 'myxoma']","['un', 'myxome', 'poly-embolique', 'de', ""l'oreillette"", 'gauche']"
"['para-articular', 'chondroma', 'of', 'the', 'knee']","['chondrome', 'para-articulaire', 'du', 'genou']"
"['parkinson', 'disease', 'affects', '150,000', 'people', 'in', 'france']","['maladie', 'de', 'parkinson', ',', '150,000', 'personnes', 'en', 'france']"
"['a', 'guide', 'on', 'the', 'paerpa', 'project']","['un', 'guide', 'sur', 'le', 'projet', 'paerpa']"
"['agriculture', 'workers', 'and', 'alzheimer', 'disease']","['population', 'agricole', 'et', 'maladie', ""d'alzheimer""]"
"['putting', 'an', 'end', 'to', 'social', 'isolation', 'of', 'our', 'elders']","['stop', 'à', ""l'isolement"", 'des', 'aînés']"
"['a', 'new', 'magazine', 'for', 'nurses']","['une', 'revue', 'scientifique', 'pour', 'les', 'infirmières']"
"['diagnosis', 'of', 'vascular', 'acrosyndromes']","['diagnostic', 'des', 'acrosyndromes', 'vasculaires']"
"['a', 'diplopia', 'of', 'unusual', 'cause']","['un', 'myosis', 'louche']"
"['health', 'measures', 'in', 'the', 'dental', 'office']","['mesures', ""d'hygiene"", 'en', 'cabinet', 'dentaire']"
"['vaccinations', 'in', 'dentistry', '.', 'an', 'update']","['les', 'vaccinations', 'en', 'médecine', 'dentaire']"
"['rheumatoid', 'arthritis']","['polyarthrite', 'rhumatoïde']"
['arthrosis'],['arthrose']
"['drug-induced', 'agranulocytosis']","['agranulocytose', 'médicamenteuse']"
"['bipolar', 'disorder', 'in', 'adolescents', 'and', 'adults']","['trouble', 'bipolaire', 'de', ""l'adolescent"", 'et', 'de', ""l'adulte""]"
"['sequential', 'clinical', 'case']","['les', 'dossiers', 'cliniques', 'progressifs']"
"['basic', 'calcium', 'phosphate', 'crystal', 'deposition', 'disease']","['rhumatisme', 'apatitique']"
"['joint', 'involvement', 'in', 'hemochromatosis']","['atteintes', 'articulaires', 'de', ""l'hémochromatose""]"
"['when', 'to', 'treat', 'asymptomatic', 'hyperuricemia', '?']","['quand', 'traiter', 'une', 'hyperuricémie', 'asymptomatique', '?']"
"['gout', ':', 'what', ""'s"", 'new', '?']","['la', 'goutte', ':', 'quoi', 'de', 'nouveau', '?']"
"['examination', 'of', 'joint', 'fluid']","['examen', 'du', 'liquid', 'articulaire']"
"['calcium', 'pyrophosphate', 'arthropathy']","['arthropathies', 'microcristallines']"
"['minor', 'traumatology', 'in', 'children']","['petite', 'traumatology', 'chez', ""l'enfant""]"
"['acute', 'fever', 'in', 'children']","['fièvre', 'aiguë', 'chez', ""l'enfant""]"
"['children', ""'s"", 'gastroenteritis', 'and', 'vomitings']","['gastro-entérites', 'et', 'vomissements', 'de', ""l'enfant""]"
"['child', 'dyspnea']","['gêne', 'respiratoire', 'de', ""l'enfant""]"
"['medical', 'emergencies', 'during', 'the', 'first', 'month', 'of', 'life']","['urgences', 'médicales', 'du', 'premier', 'mois', 'de', 'vie']"
"['cutaneous', 'larva', 'migrans']","['larva', 'migrans', 'cutanée']"
"['congenital', 'haemorrhagic', 'diseases']","['maladies', 'hémorragiques', 'constitutionnelles']"
"['poems', 'syndrome']","['syndrome', 'poems']"
"['what', 'to', 'do', 'in', 'a', 'patient', 'intolerant', 'to', 'statins', '?']","['que', 'faire', 'chez', 'un', 'patient', 'intolérant', 'aux', 'statins', '?']"
['metamorphosis'],['métamorphose']
"['management', 'of', 'tobacco', 'smoking', 'in', 'general', 'practice']","['prise', 'en', 'charge', 'du', 'tabagisme', 'en', 'médecine', 'générale']"
"['an', 'overview', 'of', 'care', 'in', 'orthogeriatrics']","['tour', ""d'horizon"", 'des', 'soins', 'en', 'orthogériatrie']"
"['structuring', 'orthogeriatrics']","['vers', 'une', 'structuration', 'de', ""l'orthogériatrie""]"
"['supporting', 'family', 'caregivers']","['soutenir', 'les', 'proches', 'aidants']"
"['a', 'textilome', 'simulating', 'an', 'abdominal', 'tumor']","['un', 'textilome', 'simulant', 'une', 'tumeur', 'abdominale']"
"['an', 'unusual', 'acute', 'intestinal', 'obstruction']","['une', 'occlusion', 'intestinale', 'aiguë', 'inhabituelle']"
"['hepatic', 'cystadenoma', 'simulating', 'a', 'hydatid', 'cyst']","['cystadénome', 'hépatique', 'simulant', 'un', 'kyste', 'hydatique']"
"['riedel', 'thyroiditis']","['thyroïdite', 'de', 'riedel']"
"['invasive', 'aspergillosis', 'sinusitis', 'in', 'a', 'diabetic']","['sinusite', 'aspergillaire', 'invasive', 'chez', 'un', 'diabétique']"
"['systemic', 'amyloidosis', 'revealed', 'by', 'amyloid', 'goiter']","['amylose', 'systémique', 'révélée', 'par', 'un', 'goitre', 'amyloïde']"
"['isolated', 'unilateral', 'adrenal', 'tuberculosis']","['tuberculose', 'surrénalienne', 'unilatérale', 'isolée']"
"['angioid', 'streaks', 'and', 'elastic', 'pseudoxanthoma']","['stries', 'angioides', 'et', 'pseudoxanthome', 'élastique']"
"['horton', 'disease', 'revealed', 'by', 'dyspnea']","['maladie', 'de', 'horton', 'révélée', 'par', 'une', 'dyspnée']"
"['peripartum', 'cardiomyopathy']","['cardiomyopathie', 'du', 'péripartum']"
"['in', 'process', 'citation']","['phosphore', ',', 'phosphatémie', 'et', 'mortalité']"
"['hyponatremia', ',', 'alcohol', 'and', 'ataxia']","['hyponatrémie', ',', 'alcool', 'et', 'ataxie']"
"['retinal', 'vascular', 'occlusions', 'in', 'lome']","['les', 'occlusions', 'vasculaires', 'rétiniennes', 'à', 'lomé']"
"['drugs', 'cardiotoxicity']","['complications', 'cardiaques', 'des', 'médicaments']"
"['the', 'legacy', 'of', 'mary', 'f.', 'lyon', '(', '1925-2014', ')']","[""l'héritage"", 'de', 'mary', 'f.', 'lyon', '(', '1925-2014', ')']"
"['surgical', 'strategy', 'to', 'rescue', 'the', 'addicts']","['la', 'chirurgie', 'au', 'secours', 'des', 'addictions']"
"['quality', 'control', 'of', 'chemical', 'libraries']","['contrôle', 'qualité', 'des', 'chimiothèques']"
"['mir-122', 'continues', 'to', 'surprise', 'us']","['mir-122', 'continue', 'de', 'nous', 'surprendre']"
"['hospital', 'admission']","[""l'admission"", 'à', ""l'hopital""]"
"['maintenance', 'chemotherapy', ':', 'futility', 'or', 'utility', '?']","['chimiothérapie', 'de', 'maintenance', ':', 'futile', 'ou', 'utile', '?']"
"['langerhans', 'cell', 'histiocytosis', 'in', 'adults']","['histiocytose', 'langerhansienne', 'de', ""l'adulte""]"
"['occupational', 'stress', 'and', 'myocardial', 'infarction']","['stress', 'professionnel', 'et', 'infarctus', 'du', 'myocarde']"
"['opening', 'the', 'window']","['ouverture', 'du', 'guichet']"
"['the', 'added', 'value', 'of', 'nurses']","['la', 'plus-value', 'des', 'infirmières', 'et', 'infirmiers']"
"['adolescents', 'and', 'contraception', ':', 'let', ""'s"", 'talk', '!']","['adolescents', 'et', 'contraception', ':', 'parlons-en', '!']"
"['the', '&', 'quot', ';', 'what', 'to', 'do', '&', 'quot', ';', 'project']","['le', 'projet', '&', 'lt', ';', 'que', 'faire', '?', '&', 'gt', ';']"
"['challenges', 'of', 'today']","['défis', ""d'aujourd'hui""]"
"['success', 'experiences', 'and', 'building', 'projects']","['erfolgserlebnisse', 'und', 'baustellen']"
"['bullying', 'in', 'swiss', 'nursing', 'homes']","['mobbing', 'in', 'schweizer', 'pflegeheimen']"
"['look', 'into', 'the', 'mouth', 'of', 'the', 'residents']","['schaut', 'in', 'den', 'mund', 'der', 'bewohner']"
"['interprofessional', 'team', 'for', 'better', 'oral', 'health']","['interprofessionell', 'für', 'eine', 'bessere', 'mundgesundheit']"
"['oral', 'health', 'saves', 'lives']","['mundhygiene', 'rettet', 'leben']"
"['delegation', 'of', 'operative', 'duties', 'to', 'nursing', 'staff']","['5/10', 'délégation', ""d'un"", 'acte', 'technique', 'hospitalier']"
"['mixed', 'approaches', 'in', 'nursing', 'science']","['les', 'approches', 'mixtes', 'en', 'sciences', 'infirmières']"
"['information', 'as', 'an', 'act', 'of', 'care']","[""l'information"", 'comme', 'acte', 'de', 'soin']"
"['disclosing', 'a', 'care-related', 'injury']","['annoncer', 'un', 'dommage', 'lié', 'aux', 'soins']"
"['the', 'healthcare', 'democracy']","['la', 'démocratie', 'sanitaire']"
"['clinical', 'reasoning', ',', 'for', 'the', 'right', 'care']","['le', 'raisonnement', 'clinique', ',', 'pour', 'un', 'juste', 'soin']"
"['the', 'examinations', 'at', 'the', 'bedside', 'of', 'the', 'patient']","['les', 'examens', 'réalisés', 'au', 'chevet', 'du', 'patient']"
"['the', 'nurse', 'and', 'care', 'of', 'the', 'diabetic', 'foot']","[""l'infirmière"", 'et', 'les', 'soins', 'au', 'pied', 'diabétique']"
"['what', 'response', 'in', 'the', 'face', 'of', 'health', 'emergencies', '?']","['quelle', 'riposte', 'face', 'aux', 'crises', 'sanitaires', '?']"
"['emerging', 'infectious', 'diseases', 'today']","['les', 'maladies', 'infectieuses', 'émergentes', ""aujourd'hui""]"
"['virus', 'outbreaks', 'and', 'health', 'emergencies']","['virus', ',', 'épidémies', 'et', 'urgences', 'sanitaires']"
"['make', 'organ', 'donation', 'an', 'act', 'of', 'an', 'obligation', '?']","['faire', ""d'un"", 'acte', 'de', 'don', 'une', 'obligation', '?']"
"['peritoneal', 'tumor', 'pathology', ':', 'introduction']","['pathologie', 'tumorale', 'du', 'péritoine', ':', 'introduction']"
"['nurse', ""'s"", 'role', 'in', 'the', 'diagnosis', 'of', 'onychomycosis']","[""l'infirmière"", 'et', ""l'examen"", 'mycologique', 'des', 'ongles']"
"['diabetes', 'and', 'quality', 'of', 'life']","['diabète', 'et', 'qualité', 'de', 'vie']"
"['foster', 'the', 'integration', 'of', 'the', 'new', 'arrivals']","['favoriser', ""l'intégration"", 'des', 'nouveaux', 'arrivants']"
"['training', 'can', 'be', 'fun', '!']","['se', 'former', 'en', ""s'amusant"", ',', ""c'est"", 'possible', '!']"
"['a', 'nurse', 'in', 'a', 'healthcare', 'center', 'in', 'guinea']","['infirmière', 'dans', 'un', 'centre', 'de', 'soins', 'en', 'guinée']"
"['patient', 'safety', ':', 'vigilance', 'and', 'transparency']","['sécurité', 'du', 'patient', ':', 'vigilance', 'et', 'transparence']"
"['blood', 'collection', 'from', 'peripheral', 'vein']","['la', 'ponction', 'veineuse', 'périphérique']"
"['placement', 'of', 'a', 'portacath', 'under', 'hypnosis']","['pose', ""d'une"", 'chambre', 'implantable', 'sous', 'hypnose']"
"['analgesic', 'treatment', 'of', 'cancer', 'pain']","['le', 'traitement', 'antalgique', 'des', 'douleurs', 'cancéreuses']"
"['pain', 'and', 'cancer']","['douleur', 'et', 'cancer']"
"['child', 'abuse', 'and', 'parenting']","['maltraitance', 'dans', ""l'enfance"", 'et', 'parentalité']"
"['boredom', ',', 'what', 'drives', 'creativity']","[""l'ennui"", ',', 'moteur', 'de', 'la', 'créativité']"
"['in', 'process', 'citation']","[""l'infirmière"", 'et', ""l'examen"", 'mycologique', 'de', 'la', 'peau']"
"['in', 'process', 'citation']","[""l'infirmière"", 'face', 'à', 'un', 'enfant', 'hyperthermique']"
"['in', 'process', 'citation']","['les', 'complications', 'dégénératives', 'du', 'diabète']"
"['the', 'role', 'of', 'laughter', 'in', 'palliative', 'care']","['réflexion', 'sur', 'la', 'place', 'du', 'rire', 'en', 'soins', 'palliatifs']"
"['in', 'process', 'citation']","['douleur', 'et', 'soins', 'au', 'patient', 'brûlé']"
"['in', 'process', 'citation']","['soins', 'psychiatriques', 'et', 'vécu', 'infirmier', 'au', 'liban']"
"['reconstructing', 'oneself', 'after', 'an', 'amputation']","['se', 'reconstruire', 'après', 'une', 'amputation']"
"['the', 're-education', 'process', 'of', 'the', 'amputee']","['le', 'parcours', 'rééducatif', 'de', 'la', 'personne', 'amputée']"
"['phantom', 'limb', 'pains']","['douleurs', 'du', 'membre', 'fantôme']"
"['the', 'announcement', 'of', 'the', 'need', 'to', 'amputate']","[""l'annonce"", 'du', 'diagnostic', ""d'amputation""]"
"['the', 'nursing', 'role', 'in', 'field', 'amputation']","['rôle', 'infirmier', 'dans', ""l'amputation"", 'de', 'dégagement']"
"['in', 'process', 'citation']","[""l'amputation"", 'en', 'contexte', 'post-traumatique']"
"['in', 'process', 'citation']","['épidémie', ""d'ebola"", ':', 'un', 'an', 'déjà']"
"['femoral', 'neck', 'fractures', 'in', 'the', 'elderly']","['5/20', 'la', 'fracture', 'du', 'col', 'du', 'fémur', 'du', 'sujet', 'âgé']"
"['the', 'resilient', 'elderly', 'person']","['le', 'sujet', 'âgé', 'resilient']"
"['can', 'a', 'nursing', 'home', 'feel', 'like', 'home', '?']","['peut-on', 'se', 'sentir', 'chez', 'soi', 'dans', 'un', 'ehpad', '?']"
"['maintaining', 'patients', ""'"", 'autonomy', 'at', 'home']","['maintenir', ""l'autonomie"", 'des', 'patients', 'à', 'domicile']"
"['the', 'visit', 'prior', 'to', 'returning', 'home']","['la', 'visite', 'préalable', 'au', 'retour', 'à', 'domicile']"
"['timing', 'the', 'discharge', 'of', 'the', 'elderly', 'patient']","['sortie', ""d'hospitalisation"", ',', 'le', 'juste', 'moment']"
"['home', ',', 'the', 'elderly', 'person', ""'s"", 'identity', 'card']","['chez', 'soi', ',', '1a', 'carte', ""d'identité"", 'de', 'la', 'personne', 'âgée']"
"['preserving', 'independent', 'living']","['préserver', ""l'indépendance"", 'au', 'domicile']"
"['carpe', 'diem', '!']","['carpe', 'diem', '!']"
"['introduction', 'to', 'diagnostic', 'imaging']","['introduction', 'à', ""l'imagerie"", 'médicale']"
"['the', 'nurse', 'and', 'ulcer', 'treatments']","[""l'infirmière"", 'et', 'le', 'traitement', 'des', 'ulcères']"
"['burnout', 'is', 'not', 'a', 'fatality']","['le', 'burn-out', ""n'est"", 'pas', 'une', 'fatalité']"
"['the', 'approach', 'to', 'care', 'in', 'oncology']","[""l'approche"", 'des', 'soins', 'en', 'cancérologie']"
"['&', 'quot', ';', 'working', 'together', '&', 'quot', ';', 'at', 'hospital', '?']","['&', 'quot', ';', 'travailler', 'ensemble', '&', 'quot', ';', 'à', ""l'hôpital"", '?']"
"['collaboration', 'between', 'nurses', 'and', 'nurse-assistants']","['la', 'collaboration', 'infirmière/aide-soignante']"
"['dealing', 'with', 'the', 'violent', 'patient']","[""l'infirmière"", 'face', 'à', 'un', 'patient', 'violent']"
"['liver', 'transplantation']","['la', 'transplantation', 'hépatique']"
"['management', 'of', 'patients', 'with', 'tips']","['la', 'prise', 'en', 'charge', 'des', 'patients', '&', 'quot', ';', 'tipsés', '&', 'quot', ';']"
"['cirrhosis', 'and', 'its', 'complications']","['la', 'cirrhose', 'et', 'ses', 'complications']"
"['diagnosis', 'and', 'initial', 'assessment', 'of', 'cirrhosis']","['diagnostic', 'et', 'bilan', 'initial', 'de', 'la', 'cirrhose']"
"['caring', 'for', 'the', 'cirrhotic', 'patient']","['le', 'parcours', 'de', 'soins', 'du', 'patient', 'cirrhotique']"
"['an', 'expression', 'of', 'our', 'practice', ',', 'our', 'life']","['du', 'sens', 'à', 'notre', 'pratique', ',', 'à', 'notre', 'vie']"
"['cervical', 'cerclage']","['le', 'cerclage', 'cervical']"
"['condylama', 'lata']","['condyloma', 'lata']"
"['3/5', 'didier', 'anzieu']","['3/5', 'didier', 'anzieu']"
"['tony', ',', 'at', 'risk', 'of', 'getting', 'lost']","['tony', ',', 'au', 'risque', 'de', 's', ""'"", 'y', 'perdre']"
"['&', 'quot', ';', 'there', 'can', 'be', 'no', 'unnecessary', 'risks', '&', 'quot', ';']","['«', 'il', 'ne', 'saurait', 'y', 'avoir', 'de', 'risque', 'inutile', '»']"
"['psychiatry', ',', 'the', 'field', 'of', 'all', 'risks']","['psychiatrie', ',', 'le', 'champ', 'de', 'tous', 'les', 'risques']"
"['the', 'risk/benefit', 'ratio', 'in', 'psychiatry']","['la', 'balance', 'bénéfice/risque', 'en', 'psychiatrie']"
"['control', 'the', 'risks', 'of', 'treatment']","['maîtriser', 'les', 'risques', 'du', 'soin']"
"['what', 'have', 'the', 'associations', 'become', '?']","['que', 'sont', 'les', 'associations', 'devenues', '?']"
"['encephalitis', 'in', 'a', '12-year-old', 'boy']","['encéphalite', 'chez', 'un', 'garçon', 'de', '12ans']"
"['silence', 'would', 'be', 'the', 'greatest', 'error']","[""l'erreur"", 'serait', 'de', 'cacher']"
"['a', 'review', 'on', 'tocolysis']","['le', 'point', 'sur', 'la', 'tocolyse']"
"['delivery', 'of', 'premature', 'infants']","['accouchement', 'du', 'prématuré']"
"['bibliography', '.', 'ambulatory', 'surgery']","['eléments', 'de', 'bibliographie']"
"['the', 'challenge', 'of', 'ambulatory', 'surgery']","['la', 'chirurgie', 'ambulatoire', ',', 'un', 'défi', 'à', 'relever']"
"['the', 'economic', 'challenges', 'of', 'day', 'surgery']","['les', 'enjeux', 'économiques', 'de', 'la', 'chirurgie', 'ambulatoire']"
"['day', 'surgery', 'and', 'public', 'authorities']","['chirurgie', 'ambulatoire', 'et', 'pouvoirs', 'publics']"
"['one', 'step', 'closer', 'to', 'an', 'artificial', 'pancreas']","['un', 'pas', 'de', 'plus', 'vers', 'le', 'pancréas', 'artificial']"
"['new', 'rectangular', 'format', 'dressings']","['des', 'pansements', 'aux', 'nouveaux', 'formats', 'rectangulaires']"
"['health', 'facility', 'overview']","['panorama', 'des', 'établissements', 'de', 'santé']"
"['measuring', 'inpatient', 'satisfaction']","['mesurer', 'la', 'satisfaction', 'des', 'patients', 'hospitalizes']"
"['a', 'new', 'journal', 'for', 'nurses']","['une', 'revue', 'scientifique', 'pour', 'les', 'infirmières']"
"['2015', 'vaccination', 'calendar']","['calendrier', 'vaccinal', '2015']"
"['debating', 'the', 'politics', 'of', 'health', 'care']","['la', 'politique', 'de', 'santé', 'en', 'débat']"
"['between', 'dog', 'and', 'wolf']","['entre', 'chien', 'et', 'loup']"
"['hyper-reactive', 'malarial', 'splenomegaly']","['splénomégalie', 'palustre', 'hyper-réactive']"
"['global', 'risk', 'management']","['gestion', 'globale', 'des', 'risques']"
"['advance', 'in', 'the', 'biology', 'of', 'pancreatic', 'of', 'cancer']","['nouveautés', 'dans', 'la', 'biologie', 'du', 'cancer', 'du', 'pancréas']"
"['meeting', 'of', 'the', 'french', 'society', 'of', 'cancer']","['congrès', 'de', 'la', 'société', 'française', 'du', 'cancer']"
"['alcohol', ':', 'good', 'or', 'not', '?']","[""l'alcool"", ':', 'bon', 'ou', 'pas', 'bon', '?']"
"['allergies', ':', 'should', 'we', 'introduce', 'peanuts', 'early', '?']","['allergies', ':', 'faut-il', 'donner', 'très', 'tôt', 'de', ""l'arachide"", '?']"
"['a', 'glass', 'of', 'champagne', '!']","['une', 'coupe', 'de', 'champagne', '!']"
"['misophonia', 'and', 'contemporary', 'psychiatry']","['misophonie', 'et', 'psychiatrie', 'contemporaine']"
"['jaddo', '--', 'the', 'general', 'practitioner', 'blogger']","['jaddo', '--', 'la', 'blogueuse', 'generalist']"
"['patients', ',', 'doctors', 'and', 'the', 'internet']","['patients', ',', 'médecins', 'et', 'internet']"
"['in', 'process', 'citation']",['introduction']
"['in', 'process', 'citation']","['commentaire', 'du', 'travail', 'de', 'blick', 'bl', 'et', 'al.', ',', 'pp', '.', '626']"
"['in', 'process', 'citation']","['commentaire', 'du', 'travail', 'de', 'yang', 'mj', 'et', 'al.', ',', 'pp', '.', '598']"
"['in', 'process', 'citation']","['la', 'tungose', 'présente', 'depuis', 'les', 'incas']"
"['in', 'process', 'citation']","['épidémie', 'de', 'sarcocystose']"
"['in', 'process', 'citation']","['la', 'brucellose', 'est', 'endémique']"
"['obstructive', 'colloid', 'cyst', 'of', 'the', 'third', 'ventricle']","['kyste', 'colloïde', 'obstructif', 'du', 'troisième', 'ventricule']"
"['pregnancy', 'in', 'chronic', 'hemodialysis']","['la', 'grossesse', 'chez', 'les', 'hémodialysées', 'chroniques']"
"['antenatal', 'diagnosis', 'of', 'iniencephaly']","['le', 'diagnostic', 'anténatal', 'de', ""l'iniencéphalie""]"
"['dorsal', 'liposarcoma', ':', 'a', 'rare', 'clinical', 'presentation']","['liposarcome', 'dorsal', ':', 'aspect', 'clinique', 'rare']"
"['strangulated', 'obturator', 'hernia', ':', 'about', 'two', 'cases']","['hernie', 'obturatrice', 'étranglée', ':', 'à', 'propos', 'de', 'deux', 'cas']"
"['sacrococcygeal', 'teratoma', ':', 'report', 'of', 'a', 'case']","['tératome', 'sacro-coccygien', ':', 'à', 'propos', ""d'un"", 'cas']"
"['false', 'traumatic', 'intracranial', 'arterial', 'aneurysm']","['faux', 'anévrisme', 'artériel', 'traumatique', 'intracrânien']"
"['in', 'process', 'citation']","['le', 'chikungunya', 'chez', ""l'enfant""]"
"['in', 'process', 'citation']","['la', 'dengue', 'chez', ""l'enfant""]"
"['in', 'process', 'citation']","['les', 'éruptions', 'toxidermiques']"
"['in', 'process', 'citation']","['les', 'principes', 'de', 'base', 'de', ""l'évaluation"", 'diagnostique']"
"['in', 'process', 'citation']","['pathologies', 'somatiques', 'et', 'autisme']"
"['in', 'process', 'citation']","['la', 'pédagogie', 'par', ""l'algorithme"", 'décisionnel']"
"['in', 'process', 'citation']","['pédagogie', 'médicale', ':', ""l'erreur"", 'pour', 'apprendre']"
"['in', 'process', 'citation']","['puberté', 'et', 'maladie', 'rénale', 'chronique']"
"['in', 'process', 'citation']","['puberté', 'et', 'mucoviscidose']"
"['in', 'process', 'citation']","['puberté', 'et', 'cancer']"
"['in', 'process', 'citation']","['puberté', 'et', 'maladies', 'inflammatoires']"
"['in', 'process', 'citation']","['traitements', 'médicamenteux', 'de', ""l'asthme"", 'aigu', 'grave']"
"['in', 'process', 'citation']","['asthme', ':', 'la', 'jungle', 'des', 'chambres', ""d'inhalation""]"
"['in', 'process', 'citation']","['handicaps', 'et', 'dents']"
"['in', 'process', 'citation']","['les', 'maladies', 'pédiatriques', 'à', 'révélation', 'dentaire']"
"['in', 'process', 'citation']","['biologie', 'du', 'développement', 'dentaire']"
"['in', 'process', 'citation']","['entre', 'anxiolyse', 'et', 'sédation', ':', 'de', 'quoi', 'parle-t-on', '?']"
"['in', 'process', 'citation']","[""l'enfant"", 'adopté']"
